province,last_updated,date,change_cases,change_fatalities,change_tests,change_hospitalizations,change_criticals,change_recoveries,change_vaccinations,change_vaccinated,change_vaccines_distributed,total_cases,total_fatalities,total_tests,total_hospitalizations,total_criticals,total_recoveries,total_vaccinations,total_vaccinated,total_vaccines_distributed
,,2020-10-31,352,0,0,0,0,0,0,,,14733,263,827496,78,25,11670,0,,
,,2020-11-01,389,0,0,0,0,0,0,,,15122,263,827496,78,25,11670,0,,
,,2020-11-02,379,6,0,12,-6,617,0,,,15501,269,827496,90,19,12287,0,,
,,2020-11-03,299,3,0,2,3,143,0,,,15800,272,827496,92,22,12430,0,,
,,2020-11-04,335,1,0,0,3,229,0,,,16135,273,827496,92,25,12659,0,,
,,2020-11-05,425,0,0,5,-1,0,0,,,16560,273,827496,97,24,12659,0,,
,,2020-11-06,589,2,0,7,4,376,0,,,17149,275,827496,104,28,13035,0,,
,,2020-11-07,567,0,0,0,3,0,0,,,17716,275,827496,104,31,13035,0,,
,,2020-11-08,536,1,78619,0,0,0,0,,,18252,276,906115,104,31,13035,0,,
,,2020-11-09,462,5,10688,29,12,390,0,,,18714,281,916803,133,43,13425,0,,
,,2020-11-10,525,3,5823,9,3,279,0,,,19239,284,922626,142,46,13704,0,,
,,2020-11-11,536,0,0,0,0,0,0,,,19775,284,922626,142,46,13704,0,,
,,2020-11-12,593,4,23133,13,-2,385,0,,,20368,288,945759,155,44,14089,0,,
,,2020-11-13,617,2,9480,12,6,812,0,,,20985,290,955239,167,50,14901,0,,
,,2020-11-14,654,0,0,0,0,0,0,,,21639,290,955239,167,50,14901,0,,
,,2020-11-15,659,0,0,0,0,0,0,,,22298,290,955239,167,50,14901,0,,
,,2020-11-16,646,9,32557,14,7,1186,0,,,22944,299,987796,181,57,16087,0,,
,,2020-11-17,716,11,0,17,6,382,0,,,23660,310,987796,198,63,16469,0,,
,,2020-11-18,762,10,17963,11,-5,445,0,,,24422,320,1005759,209,58,16914,0,,
,,2020-11-19,538,1,13792,8,1,293,0,,,24960,321,1019551,217,59,17207,0,,
,,2020-11-20,516,10,11080,10,-2,270,0,,,25476,331,1030631,227,57,17477,0,,
,,2020-11-21,713,0,0,0,0,0,0,,,26189,331,1030631,227,57,17477,0,,
,,2020-11-22,624,0,0,0,0,0,0,,,26813,331,1030631,227,57,17477,0,,
,,2020-11-23,594,17,36065,50,2,1592,0,,,27407,348,1066696,277,59,19069,0,,
,,2020-11-24,941,10,11037,7,2,536,0,,,28348,358,1077733,284,61,19605,0,,
,,2020-11-25,738,13,11492,10,0,209,0,,,29086,371,1089225,294,61,19814,0,,
,,2020-11-26,887,13,13082,0,3,184,0,,,29973,384,1102307,294,64,19998,0,,
,,2020-11-27,911,11,0,7,5,1306,0,,,30884,395,1102307,301,69,21304,0,,
,,2020-11-28,750,0,0,0,0,0,0,,,31634,395,1102307,301,69,21304,0,,
,,2020-11-29,731,0,0,0,0,0,0,,,32365,395,1102307,301,69,21304,0,,
,,2020-11-30,873,46,51101,15,6,1807,0,,,33238,441,1153408,316,75,23111,0,,
,,2020-12-01,656,16,8459,20,1,663,0,,,33894,457,1161867,336,76,23774,0,,
,,2020-12-02,834,12,12064,1,3,650,0,,,34728,469,1173931,337,79,24424,0,,
,,2020-12-03,694,12,12165,-12,1,504,0,,,35422,481,1186096,325,80,24928,0,,
,,2020-12-04,710,11,14537,13,-4,730,0,,,36132,492,1200633,338,76,25658,0,,
,,2020-12-05,647,0,0,0,0,0,0,,,36779,492,1200633,338,76,25658,0,,
,,2020-12-06,726,0,0,0,0,0,0,,,37505,492,1200633,338,76,25658,0,,
,,2020-12-07,647,35,34373,11,1,1629,0,,,38152,527,1235006,349,77,27287,0,,
,,2020-12-08,566,16,6943,3,-3,610,0,,,38718,543,1241949,352,74,27897,0,,
,,2020-12-09,619,16,12958,-14,2,551,0,,,39337,559,1254907,338,76,28448,0,,
,,2020-12-10,723,28,12614,8,-1,500,0,,,40060,587,1267521,346,75,28948,0,,
,,2020-12-11,737,11,10557,-4,12,650,0,,,40797,598,1278078,342,87,29598,0,,
,,2020-12-12,698,0,0,0,0,0,0,,,41495,598,1278078,342,87,29598,0,,
,,2020-12-13,689,0,0,0,0,0,0,,3900,42184,598,1278078,342,87,29598,0,,3900
,,2020-12-14,757,49,38159,17,0,1609,0,0,0,42941,647,1316237,359,87,31207,0,,3900
,,2020-12-15,522,21,9003,2,6,659,0,0,0,43463,668,1325240,361,93,31866,0,,3900
,,2020-12-16,640,24,14767,1,-2,510,409,0,0,44103,692,1340007,362,91,32376,409,,3900
,,2020-12-17,673,21,11605,-4,2,587,807,0,0,44776,713,1351612,358,93,32963,1216,,3900
,,2020-12-18,624,11,11639,-2,-1,626,1376,0,0,45400,724,1363251,356,92,33589,2592,,3900
,,2020-12-19,652,0,0,0,0,0,0,0,0,46052,724,1363251,356,92,33589,2592,,3900
,,2020-12-20,486,0,0,0,0,0,0,0,0,46538,724,1363251,356,92,33589,2592,,3900
,,2020-12-21,529,41,29980,-15,-12,1866,1052,0,0,47067,765,1393231,341,80,35455,3644,,3900
,,2020-12-22,442,12,7378,16,4,639,464,0,24425,47509,777,1400609,357,84,36094,4108,,28325
,,2020-12-23,518,19,8513,-9,-4,858,1495,0,0,48027,796,1409122,348,80,36952,5603,,28325
,,2020-12-24,582,12,8420,-7,-2,832,2575,0,0,48609,808,1417542,341,78,37784,8178,,28325
,,2020-12-25,512,0,0,0,0,0,0,0,0,49121,808,1417542,341,78,37784,8178,,28325
,,2020-12-26,447,0,0,0,0,0,0,0,0,49568,808,1417542,341,78,37784,8178,,28325
,,2020-12-27,424,0,0,0,0,0,0,0,0,49992,808,1417542,341,78,37784,8178,,28325
,,2020-12-28,441,0,0,0,0,0,0,0,0,50433,808,1417542,341,78,37784,8178,,28325
,,2020-12-29,382,74,27448,32,2,3391,3752,0,925,50815,882,1444990,373,80,41175,11930,,29250
,,2020-12-30,485,11,6785,6,-3,506,2097,0,0,51300,893,1451775,379,77,41681,14027,,29250
,,2020-12-31,683,8,8004,-5,-1,448,3483,0,0,51983,901,1459779,374,76,42129,17510,,29250
,,2021-01-01,572,0,0,0,0,0,0,0,25375,52555,901,1459779,374,76,42129,17510,,54625
,,2021-01-02,607,0,0,0,0,0,0,0,0,53162,901,1459779,374,76,42129,17510,,54625
,,2021-01-03,500,0,0,0,0,0,0,0,0,53662,901,1459779,374,76,42129,17510,,54625
,,2021-01-04,539,45,25452,-23,0,3100,8234,0,0,54201,946,1485231,351,76,45229,25744,,54625
,,2021-01-05,428,8,5915,16,1,770,2465,0,0,54629,954,1491146,367,77,45999,28209,,54625
,,2021-01-06,625,8,8859,14,1,729,5456,0,0,55254,962,1500005,381,78,46728,33665,,54625
,,2021-01-07,761,9,8961,-9,-4,646,7399,0,0,56015,971,1508966,372,74,47374,41064,,54625
,,2021-01-08,617,18,9345,-14,1,831,5195,0,16575,56632,989,1518311,358,75,48205,46259,,71200
,,2021-01-09,538,0,0,0,0,0,0,0,0,57170,989,1518311,358,75,48205,46259,,71200
,,2021-01-10,507,0,0,0,0,0,0,0,0,57677,989,1518311,358,75,48205,46259,,71200
,,2021-01-11,430,22,24009,0,-3,2336,13643,0,0,58107,1011,1542320,358,72,50541,59902,,71200
,,2021-01-12,446,9,5785,10,0,603,2392,0,0,58553,1020,1548105,368,72,51144,62294,,71200
,,2021-01-13,519,11,9485,-8,4,749,1136,0,0,59072,1031,1557590,360,76,51893,63430,,71200
,,2021-01-14,536,7,9396,2,-2,712,6316,0,28275,59608,1038,1566986,362,74,52605,69746,,99475
,,2021-01-15,509,9,9757,-13,-6,510,6168,0,0,60117,1047,1576743,349,68,53115,75914,,99475
,,2021-01-16,584,0,0,0,0,0,0,0,0,60701,1047,1576743,349,68,53115,75914,,99475
,,2021-01-17,445,0,0,0,0,0,0,0,0,61146,1047,1576743,349,68,53115,75914,,99475
,,2021-01-18,301,31,25048,-6,0,1541,11432,0,18400,61447,1078,1601791,343,68,54656,87346,,117875
,,2021-01-19,465,12,5088,-14,2,443,5023,0,15600,61912,1090,1606879,329,70,55099,92369,,133475
,,2021-01-20,500,14,11180,-9,-4,465,5756,882,7725,62412,1104,1618059,320,66,55564,98125,882,141200
,,2021-01-21,564,15,8942,-11,2,446,6776,798,3350,62976,1119,1627001,309,68,56010,104901,1680,144550
,,2021-01-22,508,9,9664,6,6,445,5665,522,0,63484,1128,1636665,315,74,56455,110566,2202,144550
,,2021-01-23,527,0,0,0,0,0,0,0,0,64011,1128,1636665,315,74,56455,110566,2202,144550
,,2021-01-24,471,0,0,0,0,0,0,0,0,64482,1128,1636665,315,74,56455,110566,2202,144550
,,2021-01-25,346,26,26911,13,-6,1376,9284,991,0,64828,1154,1663576,328,68,57831,119850,3193,144550
,,2021-01-26,407,14,5232,-15,3,521,2509,912,0,65235,1168,1668808,313,71,58352,122359,4105,144550
,,2021-01-27,485,4,12763,-10,3,426,2006,55,0,65720,1172,1681571,303,74,58778,124365,4160,144550
,,2021-01-28,546,12,10041,-12,1,363,2890,25,0,66266,1184,1691612,291,75,59141,127255,4185,144550
,,2021-01-29,514,5,12763,1,-1,410,1986,77,0,66780,1189,1704375,292,74,59551,129241,4262,144550
,,2021-01-30,407,0,0,0,0,0,0,0,0,67187,1189,1704375,292,74,59551,129241,4262,144550
,,2021-01-31,473,0,0,0,0,0,0,0,0,67660,1189,1704375,292,74,59551,129241,4262,144550
,,2021-02-01,277,21,24818,-3,5,1566,9651,229,0,67937,1210,1729193,289,79,61117,138892,4491,144550
,,2021-02-02,429,8,5579,5,3,12,1560,606,11700,68366,1218,1734772,294,82,61129,140452,5097,156250
,,2021-02-03,414,16,7999,-16,-2,514,1694,1320,0,68780,1234,1742771,278,80,61643,142146,6417,156250
,,2021-02-04,465,6,9137,-21,-4,435,3421,1680,0,69245,1240,1751908,257,76,62078,145567,8097,156250
,,2021-02-05,471,6,7109,-4,-6,489,3997,2269,0,69716,1246,1759017,253,70,62567,149564,10366,156250
,,2021-02-06,428,9,0,0,0,0,0,0,0,70144,1255,1759017,253,70,62567,149564,10366,156250
,,2021-02-07,465,3,0,0,0,0,0,0,0,70609,1258,1759017,253,70,62567,149564,10366,156250
,,2021-02-08,343,1,22135,-19,-1,3038,4932,1745,16700,70952,1259,1781152,234,69,65605,154496,12111,172950
,,2021-02-09,435,4,5053,7,-1,13,1089,691,0,71387,1263,1786205,241,68,65618,155585,12802,172950
,,2021-02-10,469,6,8060,-11,-2,549,2212,1514,0,71856,1269,1794265,230,66,66167,157797,14316,172950
,,2021-02-11,449,9,8211,-6,-3,436,2090,1368,15550,72305,1278,1802476,224,63,66603,159887,15684,188500
,,2021-02-12,445,10,7743,2,-2,405,3095,1878,0,72750,1288,1810219,226,61,67008,162982,17562,188500
,,2021-02-13,452,0,0,0,0,0,0,0,0,73202,1288,1810219,226,61,67008,162982,17562,188500
,,2021-02-14,431,0,0,0,0,0,0,0,0,73633,1288,1810219,226,61,67008,162982,17562,188500
,,2021-02-15,348,0,0,0,0,0,0,0,0,73981,1288,1810219,226,61,67008,162982,17562,188500
,,2021-02-16,302,26,26578,5,13,1697,8773,5352,0,74283,1314,1836797,231,74,68705,171755,22914,188500
,,2021-02-17,427,3,5790,1,-11,462,4260,3116,0,74710,1317,1842587,232,63,69167,176015,26030,188500
,,2021-02-18,617,4,9274,-8,-3,435,4676,3922,45825,75327,1321,1851861,224,60,69602,180691,29952,234325
,,2021-02-19,508,6,9149,-7,0,368,12251,6971,9165,75835,1327,1861010,217,60,69970,192942,36923,243490
,,2021-02-20,504,0,0,0,0,0,0,0,0,76339,1327,1861010,217,60,69970,192942,36923,243490
,,2021-02-21,475,0,0,0,0,0,0,0,0,76814,1327,1861010,217,60,69970,192942,36923,243490
,,2021-02-22,449,8,20982,6,6,1343,25784,18134,0,77263,1335,1881992,223,66,71313,218726,55057,243490
,,2021-02-23,559,1,6792,15,3,440,5628,3839,44460,77822,1336,1888784,238,69,71753,224354,58896,287950
,,2021-02-24,456,2,9237,-1,-5,466,6521,3712,19890,78278,1338,1898021,237,64,72219,230875,62608,307840
,,2021-02-25,395,10,8290,-9,-2,562,8958,5549,7600,78673,1348,1906311,228,62,72781,239833,68157,315440
,,2021-02-26,521,7,9779,4,1,407,12540,5651,8100,79194,1355,1916090,232,63,73188,252373,73808,323540
,,2021-02-27,532,0,0,0,0,0,0,0,0,79726,1355,1916090,232,63,73188,252373,73808,323540
,,2021-02-28,508,0,0,0,0,0,0,0,0,80234,1355,1916090,232,63,73188,252373,73808,323540
,,2021-03-01,695,8,24229,4,2,1588,23308,9969,300,80929,1363,1940319,236,65,74776,275681,83777,323840
,,2021-03-02,438,2,6416,7,-2,479,7501,2760,40180,81367,1365,1946735,243,63,75255,283182,86537,364020
,,2021-03-03,542,7,9210,3,1,564,6627,79,18720,81909,1372,1955945,246,64,75819,289809,86616,382740
,,2021-03-04,564,4,8317,2,-1,470,9042,130,2340,82473,1376,1964262,248,63,76289,298851,86746,385080
,,2021-03-05,634,4,10405,7,3,463,12357,119,0,83107,1380,1974667,255,66,76752,311208,86865,385080
,,2021-03-06,545,0,0,0,0,0,0,0,0,83652,1380,1974667,255,66,76752,311208,86865,385080
,,2021-03-07,532,0,0,0,0,0,0,0,0,84184,1380,1974667,255,66,76752,311208,86865,385080
,,2021-03-08,385,11,25600,-15,0,1485,22119,60,0,84569,1391,2000267,240,66,78237,333327,86925,385080
,,2021-03-09,550,2,4558,9,2,533,10054,13,43290,85119,1393,2004825,249,68,78770,343381,86938,428370
,,2021-03-10,531,1,9147,-5,-2,539,11959,22,15210,85650,1394,2013972,244,66,79309,355340,86960,443580
,,2021-03-11,569,3,8984,0,2,520,11451,49,70340,86219,1397,2022956,244,68,79829,366791,87009,513920
,,2021-03-12,648,0,9271,11,-1,496,13952,15,0,86867,1397,2032227,255,67,80325,380743,87024,513920
,,2021-03-13,555,0,0,0,0,0,0,0,0,87422,1397,2032227,255,67,80325,380743,87024,513920
,,2021-03-14,491,0,0,0,0,0,0,0,0,87913,1397,2032227,255,67,80325,380743,87024,513920
,,2021-03-15,460,10,27111,14,9,1565,28360,35,0,88373,1407,2059338,269,76,81890,409103,87059,513920
,,2021-03-16,556,0,7103,11,8,546,15414,11,0,88929,1407,2066441,280,84,82436,424517,87070,513920
,,2021-03-17,498,4,8847,1,-1,647,19623,23,83150,89427,1411,2075288,281,83,83083,444140,87093,597070
,,2021-03-18,622,8,8234,5,2,530,21444,27,33790,90049,1419,2083522,286,85,83613,465584,87120,630860
,,2021-03-19,737,2,9790,6,0,465,24438,19,300,90786,1421,2093312,292,85,84078,490022,87139,631160
,,2021-03-20,556,0,0,0,0,0,0,0,0,91342,1421,2093312,292,85,84078,490022,87139,631160
,,2021-03-21,598,0,0,0,0,0,0,0,0,91940,1421,2093312,292,85,84078,490022,87139,631160
,,2021-03-22,631,16,23125,11,-5,1668,49386,22,0,92571,1437,2116437,303,80,85746,539408,87161,631160
,,2021-03-23,682,1,0,11,3,561,18100,7,105300,93253,1438,2116437,314,83,86307,557508,87168,736460
,,2021-03-24,716,3,14769,-11,2,550,25126,12,50310,93969,1441,2131206,303,85,86857,582634,87180,786770
,,2021-03-25,800,5,8882,3,-6,494,28037,32,5850,94769,1446,2140088,306,79,87351,610671,87212,792620
,,2021-03-26,908,3,9065,-12,2,515,27185,21,17600,95677,1449,2149153,294,81,87866,637856,87233,810220
,,2021-03-27,909,0,0,0,0,0,0,0,0,96586,1449,2149153,294,81,87866,637856,87233,810220
,,2021-03-28,805,0,0,0,0,0,0,0,0,97391,1449,2149153,294,81,87866,637856,87233,810220
,,2021-03-29,774,6,26089,5,-2,1856,61236,56,16400,98165,1455,2175242,299,79,89722,699092,87289,826620
,,2021-03-30,870,0,7579,13,-1,679,25101,30,107640,99035,1455,2182821,312,78,90401,724193,87319,934260
,,2021-03-31,1013,3,9992,-11,2,665,31887,32,46800,100048,1458,2192813,301,80,91066,756080,87351,981060
,,2021-04-01,832,5,15210,-5,-1,666,31569,43,8190,100880,1463,2208023,296,79,91732,787649,87394,989250
,,2021-04-02,1074,0,0,0,0,0,0,0,0,101954,1463,2208023,296,79,91732,787649,87394,989250
,,2021-04-03,1077,0,0,0,11,0,69152,61,0,103031,1463,2208023,296,90,91732,856801,87455,989250
,,2021-04-04,999,0,0,0,0,0,0,0,0,104030,1463,2208023,296,90,91732,856801,87455,989250
,,2021-04-05,890,23,0,22,6,3074,36789,17,299810,104920,1486,2208023,318,96,94806,893590,87472,1289060
,,2021-04-06,1068,3,47057,10,0,885,18466,2,0,105988,1489,2255080,328,96,95691,912056,87474,1289060
,,2021-04-07,997,2,12272,2,9,935,34040,30,94770,106985,1491,2267352,330,105,96626,946096,87504,1383830
,,2021-04-08,1293,2,12459,3,-4,836,38905,60,19680,108278,1493,2279811,333,101,97462,985001,87564,1403510
,,2021-04-09,1262,2,13243,-1,1,874,40018,42,0,109540,1495,2293054,332,102,98336,1025019,87606,1403510
,,2021-04-10,1283,0,0,0,0,0,0,0,0,110823,1495,2293054,332,102,98336,1025019,87606,1403510
,,2021-04-11,1036,0,0,0,0,0,0,0,0,111859,1495,2293054,332,102,98336,1025019,87606,1403510
,,2021-04-12,970,18,34618,36,19,2880,87082,138,0,112829,1513,2327672,368,121,101216,1112101,87744,1403510
,,2021-04-13,873,2,8418,9,-5,1052,36892,41,94920,113702,1515,2336090,377,116,102268,1148993,87785,1498430
,,2021-04-14,1168,6,12324,20,4,1092,41839,35,0,114870,1521,2348414,397,120,103360,1190832,87820,1498430
,,2021-04-15,1205,3,13514,12,5,971,45031,79,186440,116075,1524,2361928,409,125,104331,1235863,87899,1684870
,,2021-04-16,1005,6,11898,16,2,960,46228,71,0,117080,1530,2373826,425,127,105291,1282091,87970,1684870
,,2021-04-17,1027,0,0,0,0,0,0,0,0,118107,1530,2373826,425,127,105291,1282091,87970,1684870
,,2021-04-18,933,0,0,0,0,0,0,0,0,119040,1530,2373826,425,127,105291,1282091,87970,1684870
,,2021-04-19,1000,8,31713,16,11,3628,98069,181,11500,120040,1538,2405539,441,138,108919,1380160,88151,1696370
,,2021-04-20,849,1,8534,15,10,1054,34484,112,35100,120889,1539,2414073,456,148,109973,1414644,88263,1731470
,,2021-04-21,862,7,11358,27,16,1066,42302,72,95940,121751,1546,2425431,483,164,111039,1456946,88335,1827410
,,2021-04-22,1006,4,9384,19,-3,1196,43484,140,7020,122757,1550,2434815,502,161,112235,1500430,88475,1834430
,,2021-04-23,1001,4,10898,-16,-1,904,41636,188,0,123758,1554,2445713,486,160,113139,1542066,88663,1834430
,,2021-04-24,881,0,0,0,0,0,0,0,0,124639,1554,2445713,486,160,113139,1542066,88663,1834430
,,2021-04-25,847,0,0,0,0,0,0,0,0,125486,1554,2445713,486,160,113139,1542066,88663,1834430
,,2021-04-26,763,17,29596,-2,-2,3102,93306,372,0,126249,1571,2475309,484,158,116241,1635372,89035,1834430
,,2021-04-27,799,0,8628,16,6,909,35756,422,87750,127048,1571,2483937,500,164,117150,1671128,89457,1922180
,,2021-04-28,841,5,13530,15,7,907,34281,268,45630,127889,1576,2497467,515,171,118057,1705409,89725,1967810
,,2021-04-29,874,1,10982,-12,7,880,43966,571,4680,128763,1577,2508449,503,178,118937,1749375,90296,1972490
,,2021-04-30,719,4,10500,8,-4,848,37397,346,70400,129482,1581,2518949,511,174,119785,1786772,90642,2042890
,,2021-05-01,835,0,0,0,0,0,0,0,0,130317,1581,2518949,511,174,119785,1786772,90642,2042890
,,2021-05-02,671,0,0,0,0,0,0,0,0,130988,1581,2518949,511,174,119785,1786772,90642,2042890
,,2021-05-03,668,15,28437,-37,2,2733,90558,1089,11800,131656,1596,2547386,474,176,122518,1877330,91731,2054690
,,2021-05-04,697,1,7254,12,-3,865,32832,513,188470,132353,1597,2554640,486,173,123383,1910162,92244,2243160
,,2021-05-05,572,-3,10361,-5,-12,869,33068,1412,77120,132925,1594,2565001,481,161,124252,1943230,93656,2320280
,,2021-05-06,694,1,9429,-24,-7,773,52266,2212,9760,133619,1595,2574430,457,154,125025,1995496,95868,2330040
,,2021-05-07,722,7,0,-12,3,774,46946,3593,-100,134341,1602,2574430,445,157,125799,2042442,99461,2329940
,,2021-05-08,596,0,0,0,0,0,0,0,0,134937,1602,2574430,445,157,125799,2042442,99461,2329940
,,2021-05-09,605,0,0,0,0,0,0,0,0,135542,1602,2574430,445,157,125799,2042442,99461,2329940
,,2021-05-10,558,20,17112,-30,-7,2340,116661,6597,112600,136100,1622,2591542,415,150,128139,2159103,106058,2442540
,,2021-05-11,523,2,32677,11,-9,10,60753,4458,214980,136623,1624,2624219,426,141,128149,2219856,110516,2657520
,,2021-05-12,600,1,9150,-3,0,1375,57462,4779,72440,137223,1625,2633369,423,141,129524,2277318,115295,2729960
,,2021-05-13,587,7,8964,-10,0,786,58195,4396,10630,137810,1632,2642333,413,141,130310,2335513,119691,2740590
,,2021-05-14,494,2,8137,-26,0,643,57752,5189,-100,138304,1634,2650470,387,141,130953,2393265,124880,2740490